"ref_area.label","source.label","indicator.label","sex.label","classif1.label","time","obs_value","obs_status.label","note_classif.label","note_indicator.label","note_source.label"
"Luxembourg","LFS - EU Labour Force Survey","Employment by sex and economic activity (thousands)","Sex: Total","Economic activity (Broad sector): Agriculture","1996",4.358,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Luxembourg","LFS - EU Labour Force Survey","Employment by sex and economic activity (thousands)","Sex: Total","Economic activity (Broad sector): Non-agriculture","1996",160.733,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Luxembourg","LFS - EU Labour Force Survey","Employment by sex and economic activity (thousands)","Sex: Total","Economic activity (Broad sector): Total","1995",161.908,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Luxembourg","LFS - EU Labour Force Survey","Employment by sex and economic activity (thousands)","Sex: Total","Economic activity (Broad sector): Agriculture","1995",6.233,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Luxembourg","LFS - EU Labour Force Survey","Employment by sex and economic activity (thousands)","Sex: Total","Economic activity (Broad sector): Non-agriculture","1995",155.675,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Luxembourg","LFS - EU Labour Force Survey","Employment by sex and economic activity (thousands)","Sex: Total","Economic activity (Broad sector): Total","1994",164.508,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Luxembourg","LFS - EU Labour Force Survey","Employment by sex and economic activity (thousands)","Sex: Total","Economic activity (Broad sector): Agriculture","1994",5.165,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Luxembourg","LFS - EU Labour Force Survey","Employment by sex and economic activity (thousands)","Sex: Total","Economic activity (Broad sector): Non-agriculture","1994",159.343,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Luxembourg","LFS - EU Labour Force Survey","Employment by sex and economic activity (thousands)","Sex: Total","Economic activity (Broad sector): Total","1993",164.649,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Luxembourg","LFS - EU Labour Force Survey","Employment by sex and economic activity (thousands)","Sex: Total","Economic activity (Broad sector): Agriculture","1993",5.239,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Luxembourg","LFS - EU Labour Force Survey","Employment by sex and economic activity (thousands)","Sex: Total","Economic activity (Broad sector): Non-agriculture","1993",159.41,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Latvia","LFS - EU Labour Force Survey","Employment by sex and economic activity (thousands)","Sex: Total","Economic activity (Broad sector): Total","2023",889.883,,,,"Repository: Eurostat special tabulation"
"Latvia","LFS - EU Labour Force Survey","Employment by sex and economic activity (thousands)","Sex: Total","Economic activity (Broad sector): Agriculture","2023",59.87,,,,"Repository: Eurostat special tabulation"
"Latvia","LFS - EU Labour Force Survey","Employment by sex and economic activity (thousands)","Sex: Total","Economic activity (Broad sector): Non-agriculture","2023",828.21,,,,"Repository: Eurostat special tabulation"
"Latvia","LFS - EU Labour Force Survey","Employment by sex and economic activity (thousands)","Sex: Total","Economic activity (Broad sector): Total","2022",891.194,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Latvia","LFS - EU Labour Force Survey","Employment by sex and economic activity (thousands)","Sex: Total","Economic activity (Broad sector): Agriculture","2022",55.402,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Latvia","LFS - EU Labour Force Survey","Employment by sex and economic activity (thousands)","Sex: Total","Economic activity (Broad sector): Non-agriculture","2022",835.792,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Latvia","LFS - EU Labour Force Survey","Employment by sex and economic activity (thousands)","Sex: Total","Economic activity (Broad sector): Total","2021",869.501,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Latvia","LFS - EU Labour Force Survey","Employment by sex and economic activity (thousands)","Sex: Total","Economic activity (Broad sector): Agriculture","2021",48.949,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Latvia","LFS - EU Labour Force Survey","Employment by sex and economic activity (thousands)","Sex: Total","Economic activity (Broad sector): Non-agriculture","2021",820.552,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Latvia","LFS - EU Labour Force Survey","Employment by sex and economic activity (thousands)","Sex: Total","Economic activity (Broad sector): Total","2020",892.981,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Latvia","LFS - EU Labour Force Survey","Employment by sex and economic activity (thousands)","Sex: Total","Economic activity (Broad sector): Agriculture","2020",65.901,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Latvia","LFS - EU Labour Force Survey","Employment by sex and economic activity (thousands)","Sex: Total","Economic activity (Broad sector): Non-agriculture","2020",827.08,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Latvia","LFS - EU Labour Force Survey","Employment by sex and economic activity (thousands)","Sex: Total","Economic activity (Broad sector): Total","2019",910.029,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Latvia","LFS - EU Labour Force Survey","Employment by sex and economic activity (thousands)","Sex: Total","Economic activity (Broad sector): Agriculture","2019",61.99,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Latvia","LFS - EU Labour Force Survey","Employment by sex and economic activity (thousands)","Sex: Total","Economic activity (Broad sector): Non-agriculture","2019",848.038,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Latvia","LFS - EU Labour Force Survey","Employment by sex and economic activity (thousands)","Sex: Total","Economic activity (Broad sector): Total","2018",909.373,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Latvia","LFS - EU Labour Force Survey","Employment by sex and economic activity (thousands)","Sex: Total","Economic activity (Broad sector): Agriculture","2018",62.683,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Latvia","LFS - EU Labour Force Survey","Employment by sex and economic activity (thousands)","Sex: Total","Economic activity (Broad sector): Non-agriculture","2018",846.69,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Latvia","LFS - EU Labour Force Survey","Employment by sex and economic activity (thousands)","Sex: Total","Economic activity (Broad sector): Total","2017",894.824,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Latvia","LFS - EU Labour Force Survey","Employment by sex and economic activity (thousands)","Sex: Total","Economic activity (Broad sector): Agriculture","2017",59.785,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Latvia","LFS - EU Labour Force Survey","Employment by sex and economic activity (thousands)","Sex: Total","Economic activity (Broad sector): Non-agriculture","2017",835.04,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Latvia","LFS - EU Labour Force Survey","Employment by sex and economic activity (thousands)","Sex: Total","Economic activity (Broad sector): Total","2016",893.286,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Latvia","LFS - EU Labour Force Survey","Employment by sex and economic activity (thousands)","Sex: Total","Economic activity (Broad sector): Agriculture","2016",68.665,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Latvia","LFS - EU Labour Force Survey","Employment by sex and economic activity (thousands)","Sex: Total","Economic activity (Broad sector): Non-agriculture","2016",824.62,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Latvia","LFS - EU Labour Force Survey","Employment by sex and economic activity (thousands)","Sex: Total","Economic activity (Broad sector): Total","2015",896.07,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Latvia","LFS - EU Labour Force Survey","Employment by sex and economic activity (thousands)","Sex: Total","Economic activity (Broad sector): Agriculture","2015",71.11,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Latvia","LFS - EU Labour Force Survey","Employment by sex and economic activity (thousands)","Sex: Total","Economic activity (Broad sector): Non-agriculture","2015",824.96,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Latvia","LFS - EU Labour Force Survey","Employment by sex and economic activity (thousands)","Sex: Total","Economic activity (Broad sector): Total","2014",884.635,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Latvia","LFS - EU Labour Force Survey","Employment by sex and economic activity (thousands)","Sex: Total","Economic activity (Broad sector): Agriculture","2014",66.35,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Latvia","LFS - EU Labour Force Survey","Employment by sex and economic activity (thousands)","Sex: Total","Economic activity (Broad sector): Non-agriculture","2014",818.286,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Latvia","LFS - EU Labour Force Survey","Employment by sex and economic activity (thousands)","Sex: Total","Economic activity (Broad sector): Total","2013",893.885,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Latvia","LFS - EU Labour Force Survey","Employment by sex and economic activity (thousands)","Sex: Total","Economic activity (Broad sector): Agriculture","2013",71.938,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Latvia","LFS - EU Labour Force Survey","Employment by sex and economic activity (thousands)","Sex: Total","Economic activity (Broad sector): Non-agriculture","2013",821.947,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Latvia","LFS - EU Labour Force Survey","Employment by sex and economic activity (thousands)","Sex: Total","Economic activity (Broad sector): Total","2012",875.627,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Latvia","LFS - EU Labour Force Survey","Employment by sex and economic activity (thousands)","Sex: Total","Economic activity (Broad sector): Agriculture","2012",73.284,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Latvia","LFS - EU Labour Force Survey","Employment by sex and economic activity (thousands)","Sex: Total","Economic activity (Broad sector): Non-agriculture","2012",802.343,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Latvia","LFS - EU Labour Force Survey","Employment by sex and economic activity (thousands)","Sex: Total","Economic activity (Broad sector): Total","2011",861.572,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Latvia","LFS - EU Labour Force Survey","Employment by sex and economic activity (thousands)","Sex: Total","Economic activity (Broad sector): Agriculture","2011",76.615,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Latvia","LFS - EU Labour Force Survey","Employment by sex and economic activity (thousands)","Sex: Total","Economic activity (Broad sector): Non-agriculture","2011",784.958,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Latvia","LFS - EU Labour Force Survey","Employment by sex and economic activity (thousands)","Sex: Total","Economic activity (Broad sector): Total","2010",850.67,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Latvia","LFS - EU Labour Force Survey","Employment by sex and economic activity (thousands)","Sex: Total","Economic activity (Broad sector): Agriculture","2010",73.258,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Latvia","LFS - EU Labour Force Survey","Employment by sex and economic activity (thousands)","Sex: Total","Economic activity (Broad sector): Non-agriculture","2010",777.412,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Latvia","LFS - EU Labour Force Survey","Employment by sex and economic activity (thousands)","Sex: Total","Economic activity (Broad sector): Total","2009",908.504,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Latvia","LFS - EU Labour Force Survey","Employment by sex and economic activity (thousands)","Sex: Total","Economic activity (Broad sector): Agriculture","2009",79.477,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Latvia","LFS - EU Labour Force Survey","Employment by sex and economic activity (thousands)","Sex: Total","Economic activity (Broad sector): Non-agriculture","2009",829.027,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Latvia","LFS - EU Labour Force Survey","Employment by sex and economic activity (thousands)","Sex: Total","Economic activity (Broad sector): Total","2008",1054.928,,,,"Repository: ILO-STATISTICS - Micro data processing"
